INO80,atp-dependent chromatin remodeler activity,acting on dna,dna repair,double-strand break repair via homologous recombination,positive regulation of dna-templated transcription,regulation of cell cycle
PDCD1,programmed cell death,immune response regulation,t cell activation,tumor cell evasion,apoptosis induction,negative regulation of immune response
MAPK8,jun phosphorylation,cellular response to stress,response to oxidative stress,positive regulation of apoptotic process,positive regulation of nlrp3 inflammasome complex assembly,mapk cascade
KPNA2,nuclear import signal receptor activity,nls-bearing protein import into nucleus,positive regulation of viral life cycle,protein transport,dna metabolic process,regulation of dna recombination
PTPN11,protein tyrosine phosphatase activity,receptor tyrosine kinase binding,mapk cascade regulation,cell adhesion mediated by integrin,organ growth,insulin receptor signaling pathway
RPL38,ribosomal protein,protein synthesis,translation regulation,cytosolic ribosome,cellular growth,proliferatio
EXOSC9,rrna processing,u snrna 3'-end processing,mrna catabolic process,positive regulation of cell growth,immune response,rna exonuclease activit
AKT2,protein kinase activity,3-phosphoinositide-dependent protein kinase activity,histone h2bs36 kinase activity,glucose metabolic process,positive regulation of cell migration,insulin receptor signaling pathway
POLD2,dna binding,protein binding,error-prone translesion synthesis,dna replication,dna repair,nucleus localization
AZI2,serine/threonine protein kinase activity,protein binding,defense response to virus,type i interferon-mediated signaling pathway,mitotic cell cycle,negative regulation of nf-kappab signal transductio
FTSJ3,rrna 2'-o-methylation,ribosomal rna methyltransferase activity,nucleolus,rrna processing,protein binding,rna binding
MCCC1,biotin binding,biotin carboxylase activity,methylcrotonoyl-coa carboxylase activity,l-leucine catabolic process,branched-chain amino acid catabolic process,mitochondrial matrix localization
TAB1,kinase activator activity,protein binding,mitogen-activated protein kinase p38 binding,tgf-beta receptor signaling pathway,positive regulation of mapk cascade,non-canonical nf-kappab signal transductio
TERF2,telomeric dna binding,telomere capping,negative regulation of telomere maintenance,shelterin complex,protection from non-homologous end joining at telomere,chromosome
SEC13,copii-coated vesicle budding,vesicle-mediated transport,tor signaling regulation,protein transport,cellular response to nutrient levels,negative regulation of torc1 signaling
GNAI3,guanine nucleotide binding,g protein-coupled receptor binding,gtpase activity,negative regulation of adenylate cyclase activity,signal transduction,cell divisio
HAUS6,microtubule binding,protein binding,spindle assembly,centrosome cycle regulation,mitotic spindle microtubule formation,cell division
NDUFB1,nadh dehydrogenase (ubiquinone) activity,mitochondrial electron transport,complex i assembly,proton transmembrane transport,oxidative stress,apoptosis
TNFRSF10B,trail binding,signaling receptor activity,apoptosis,positive regulation of apoptotic process,regulation of apoptotic process,extrinsic apoptotic signaling pathway via death domain receptors
EIF5,translational initiation,ribosome assembly,gtp binding,regulation of translational initiation,protein synthesis,cytoplasm localizatio
CHEK1,protein kinase activity,dna damage response,g2/m transition of mitotic cell cycle,negative regulation of mitotic nuclear division,histone h2bs36 kinase activity,protein serine kinase activity
TUBB4B,microtubule-based process,mitotic cell cycle,microtubule cytoskeleton organization,gtp binding,mhc class i protein binding,metastasis
NFYC,ccaat sequence binding,dna-binding transcription factor activity,transcriptional regulator complex,positive regulation of dna-templated transcription,regulation of gene expression,protein heterodimerization
RALA,gtp binding,gdp binding,gtpase activity,signal transduction,positive regulation of epidermal growth factor receptor signaling pathway,regulation of actin cytoskeleton organization
POLR3A,dna-directed rna polymerase subunit,rna polymerase iii activity,trna transcription by rna polymerase iii,transcription by rna polymerase iii,nucleoplasm,protein binding
CTLA4,negative regulation of t cell proliferation,t cell receptor signaling pathway,b7 ligand binding,immune response,dna damage response,apoptosis
TSLP,interleukin-7 receptor binding,cytokine activity,positive regulation of chemokine production,positive regulation of interleukin-10 production,positive regulation of interleukin-6 production,positive regulation of cell population proliferatio
BIRC3,ubiquitin-protein transferase activity,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,regulation of apoptotic process,tumor necrosis factor-mediated signaling pathway,non-canonical nf-kappab signal transduction,positive regulation of protein ubiquitination
ATP6V1B2,proton transmembrane transporter activity,atp binding,protein binding,lysosomal membrane localization,regulation of macroautophagy,vesicle trafficking
RHOA,gtp binding,gtpase activity,protein kinase binding,protein binding,g protein activity,hydrolase activity
MED30,mediator complex,transcription coactivator activity,nuclear receptor coactivator activity,positive regulation of transcription initiation,rna polymerase ii preinitiation complex assembly,ubiquitin ligase activity
TADA2B,chromatin remodeling,transcription coactivator activity,positive regulation of dna-templated transcription,regulation of rna splicing,regulation of dna repair,nucleus localizatio
GAPDH,glyceraldehyde-3-phosphate dehydrogenase activity,protein binding,microtubule binding,positive regulation of cytokine production,regulation of translation,glucose metabolic process
TSG101,ubiquitin-dependent protein catabolic process,multivesicular body sorting pathway,viral budding via host escrt complex,regulation of cell growth,negative regulation of cell population proliferation,epidermal growth factor receptor signaling pathway
PRL,prolactin receptor binding,hormone activity,cell surface receptor signaling pathway,positive regulation of mirna transcription,negative regulation of angiogenesis,lactation
PTGES3,prostaglandin-e synthase activity,protein folding chaperone binding,telomerase activity,cyclooxygenase pathway,positive regulation of telomere maintenance via telomerase,protein binding
HLA-E,peptide antigen binding,mhc class i protein binding,natural killer cell lectin-like receptor binding,t cell receptor binding,signaling receptor binding,inhibition of natural killer cell mediated cytotoxicity
DCTN1,microtubule binding,tubulin binding,microtubule polymerization,cell division,synapse structure maintenance,motor behavior
HAT1,histone acetyltransferase activity,histone h4 acetylation,nucleosome assembly,chromatin organization,subtelomeric heterochromatin formation,chromosome organization
ATG16L1,autophagosome assembly,autophagy,protein transport,xenophagy,positive regulation of autophagy,selective autophag
CALCRL,calcitonin gene-related peptide receptor activity,g protein-coupled receptor activity,angiogenesis,vascular associated smooth muscle cell proliferation,positive regulation of cell population proliferation,calcium ion transport
DNAJB1,hsp70 protein binding,transcription corepressor activity,protein folding chaperone,atpase activator activity,cellular response to heat,unfolded protein binding
TNFRSF11B,negative regulation of tumor necrosis factor-mediated signaling pathway,negative regulation of bone resorption,signaling receptor activity,cytokine activity,extracellular matrix organization,apoptotic process
ADH5,formaldehyde dehydrogenase activity,fatty acid omega-oxidation,redox state response,lipid metabolic process,small molecule metabolic process,mitochondrion localization
TNFSF11,cytokine activity,signaling receptor binding,tumor necrosis factor receptor superfamily binding,osteoclast proliferation,positive regulation of gene expression,immune response
CD74,mhc class ii protein binding,mhc class ii protein complex binding,cytokine binding,positive regulation of interleukin-6 production,negative regulation of t cell differentiation,immune response
ACTR3,actin binding,cell projection organization,meiotic cell cycle,positive regulation of lamellipodium assembly,arp2/3 complex-mediated actin nucleation,cellular response to type ii interferon
ATP6V1B1,vacuolar proton pump activity,lysosomal acidification,intracellular ph regulation,autophagy regulation,cell migration,drug resistance
RHEB,gtp binding,gtpase activity,regulation of tor signaling,protein kinase activator activity,positive regulation of torc1 signaling,cellular response to nutrient levels
ANAPC2,ubiquitin protein ligase binding,protein binding,proteasomal protein catabolic process,cell division,positive regulation of synapse maturation,negative regulation of gene expression
